Finn_code	finn_pheno	UK_code	UK_pheno	h2_observed	score	priority	comments	Unnamed: 8	Соответствие	Unnamed: 10	intersect_clump_fu_n	intersect_clump_fm_n	intersect_clump_um_n	intersect_clump_fum_n
D3_OTHERBLOOD	Oher diseases of blood and blood-forming organs	D75	Other diseases of blood and blood-forming organs	0.0015025262814400001	0.8166680932044983	2					0	0	1	1
D3_PURPURA_AND3_OTHER_HAEMORRHAGIC	Purpura and other haemorrhagic conditions	D69	Purpura and other haemorrhagic conditions	0.0017370570087599999	1.0	2					0	0	0	0
D3_SARCOIDOSIS	Sarcoidosis	D86	Sarcoidosis	0.000546493806221	0.9999992847442628	2					0	4	2	0
D3_SCNDPOLYCYTHAEMIA	Secondary polycythaemia	D45	Polycythaemia vera	0.00386022372127	0.7850085496902466	2	?				0	0	5	0
DIS_THYROID_OTH	Other disorders of thyroid	E07	Other disorders of thyroid	0.000809847151533	0.9999997615814208	2					0	0	0	0
E4_DIABETES	Diabetes mellitus	E14	Unspecified diabetes mellitus	-0.00041523104738499996	0.833797037601471	2	?				0	10	2	0
E4_FLUIDELECTRO	Other disorders of fluid, electrolyte and acid-base balance	E87	Other disorders of fluid, electrolyte and acid-base balance	-0.000445180453572	0.9747753143310548	2					0	0	0	0
E4_HYPERPIT	Hyperfunction of pituitary gland	E22	Hyperfunction of pituitary gland	-0.0018820501967100002	1.0	2					0	0	0	0
E4_MINERAL_MET	Disorders of mineral metabolism	E83	Disorders of mineral metabolism	-0.00279064784185	0.9999998807907104	2					0	0	14	1
E4_OBESITY	Obesity	E66	Obesity	0.00325638752749	0.999999701976776	2					0	2	1	1
E4_VOLUME	Volume depletion	E86	Volume depletion	0.000568708384864	0.9999998807907104	2					0	0	0	0
F5_ALCOHOL	Mental and behavioural disorders due to alcohol	F10	Mental and behavioural disorders due to use of alcohol	-0.00231715077958	0.9869408011436462	2					0	1	0	0
F5_ANXIETY	Other anxiety disorders	F41	Other anxiety disorders	0.000977751117013	1.0	2					0	0	0	0
F5_BIPO	Bipolar affective disorders	F31	Bipolar affective disorder	0.00483699279637	0.9762964248657228	2					0	0	0	0
F5_Dementia_U	Undefined dementia	40001_F03	Unspecified dementia	-0.0687833660558	0.9276332855224608	2					0	0	0	0
F5_MANIA	Manic episode	F30	Manic episode	0.000278443447004	1.000000238418579	2					0	0	0	0
F5_MENTALUNSPE	Mental disorders, not otherwise specified	F99	Mental disorder, not otherwise specified	-0.00032444337113700004	0.9621851444244384	2					0	0	0	0
F5_PSYTRANS	Acute and transient psychotic disorders	F23	Acute and transient psychotic disorders	-0.00232488900817	0.9999991655349731	2					0	0	0	0
F5_SCHIZOAFF	Schizoaffective disorder	F25	Schizoaffective disorders	0.00222148528537	0.9742567539215088	2					0	0	0	0
F5_SCHZPHR	Schizophrenia	F20	Schizophrenia	0.00137836788405	1.0000001192092896	2					0	0	0	0
F5_SLEEP	Sleep disorders	G47	Sleep disorders	0.00643553679838	0.9999992847442628	2					0	0	0	0
F5_SOMATOFORM	Somatoform disorder	F45	Somatoform disorders	0.0009636400463260002	0.9777606725692748	2					0	0	0	0
F5_STRESSOTH	Other reactioin to severe stress, and adjustment disorders	F43	Reaction to severe stress, and adjustment disorders	0.00435696735966	0.9047980308532716	2					0	0	0	0
F5_UNSMENDIS	Unspecified mental disorder	F99	Mental disorder, not otherwise specified	-0.00032444337113700004	0.9223582744598388	2					0	0	0	0
F5_VASCDEM	Vascular dementia	40001_F019	Vascular dementia, unspecified	-0.005024021024560001	0.8070329427719116	2					0	0	0	0
FG_CARDMYO	Cardiomyopathy (excluding other)	40001_I429	Cardiomyopathy, unspecified	-0.020824406589799997	0.8709269762039185	2	&&&&				0	0	0	0
FG_CARDMYO	Cardiomyopathy (excluding other)	I42	Cardiomyopathy	0.00245348807129	0.7698537111282349	2	&&&				0	1	0	0
FG_DOAAC	Diseases of arteries, arterioles and capillaries (FINNGEN)	I77	Other disorders of arteries and arterioles	-0.0015091592107499999	0.7292600274085999	2					0	1	1	0
G6_AD_WIDE	AlzheimerÕs disease, wide definition	40001_G309	Alzheimer's disease, unspecified	-0.0528947061814	0.7629709243774414	2					0	0	0	0
G6_ALZHEIMER	Alzheimer disease	40001_G309	Alzheimer's disease, unspecified	-0.0528947061814	0.8730849623680115	2					0	0	0	0
G6_DISBROTHUNS	Disorders of brain, other and unspecified	G93	Other disorders of brain	-0.0010364892370700002	0.7036826610565186	2					0	0	0	0
G6_DYSTON	Dystonia	G24	Dystonia	0.00125447167555	1.0	2					0	0	0	0
G6_EPLEPSY	Epilepsy	G40	Epilepsy	-0.00180772200721	0.9999991655349731	2					0	0	0	0
G6_FACOTH	Other facial nerve disorders	G51	Facial nerve disorders	0.0027996881547700005	0.7686457633972168	2					0	0	0	0
G6_HEADACHE	Other headache syndromes	G44	Other headache syndromes	0.00316205432786	1.0000003576278689	2					0	0	0	0
G6_HEMIPLE	Hemiplegia	G81	Hemiplegia	0.0006019042354040001	1.0000004768371582	2					0	0	0	0
G6_MIGRAINE	Migraine	G43	Migraine	0.00165080380592	0.9999996423721312	2					0	0	0	0
G6_MONOLOWOTHUNS	Other and unspecified mononeuropathies of lower limb	G57	Mononeuropathies of lower limb	0.00082452706477	0.8402945399284363	2					0	0	0	0
G6_MONONPOTHUS	Other and unspecified mononeuropathies of upper limb	G56	Mononeuropathies of upper limb	0.016245613281700003	0.8786417245864868	2					0	0	2	0
G6_MS	MS-disease / Multiple Sclerosis	G35	Multiple sclerosis	0.00199009935235	0.7864541411399841	2					0	2	4	2
G6_MS	MS-disease / Multiple Sclerosis	40001_G35	Multiple sclerosis	-0.0134440215964	0.7864541411399841	2					0	0	0	0
G6_MYASTHENIA	Myasthenia gravis	G70	Myasthenia gravis and other myoneural disorders	0.0016344455911699999	0.8304469585418701	2					0	0	0	0
G6_NERPLEX	Nerve, nerve root and plexus disorders	G54	Nerve root and plexus disorders	-0.000854500417272	0.8923422694206238	2					0	0	0	0
G6_NEURODEG	Other degenerative diseases of the nervous system	40001_G318	Other specified degenerative diseases of nervous system	0.0581530912452	0.9566475749015808	2					0	0	0	0
G6_OTHDEMYEL	Other demyelinating diseases of the central nervous system	G37	Other demyelinating diseases of central nervous system	0.0032350298037	0.9835180640220642	2					0	5	1	0
G6_PARKINSON	Parkinson's disease	G20	Parkinson's disease	-0.0036869044743200003	1.0000001192092896	2					0	0	0	0
G6_POLYOTHUNS	Other and unspecified polyneuropathies, also in other diseases	G62	Other polyneuropathies	0.0009836417692360001	0.8639186024665833	2					0	0	0	0
G6_SPINOTH	Other diseases of spinal cord	G95	Other diseases of spinal cord	0.0007307041711480001	1.0000009536743164	2					0	0	0	0
G6_TRINEU	Trigeminal neuralgia	G50	Disorders of trigeminal nerve	-0.000169878973728	0.7186206579208374	2	???				0	0	0	0
H7_CATARACTOTHER	Other cataract	H26	Other cataract	0.010755403889299998	1.0000001192092896	2					1	4	7	4
H7_CATARACTSENILE	Senile cataract	H25	Senile cataract	0.008075020056750001	0.9999997615814208	2					0	13	4	4
H7_CORNEALOTH	Other disorders of cornea	H18	Other disorders of cornea	-0.0029283700809299997	0.9999996423721312	2					0	0	2	0
H7_EYE	Diseases of the eye and adnexa	H57	Other disorders of eye and adnexa	0.00144667016626	0.7723191380500793	2					0	1	1	1
H7_EYELIDDIS	Other disorders of eyelid	H02	Other disorders of eyelid	0.00140148775169	1.0000009536743164	2					0	1	0	0
H7_EYELIDINFLAMMATION	Other inflammation of eyelid	H01	Other inflammation of eyelid	0.0007477369247180001	0.999999701976776	2					0	0	1	0
H7_EYEOTH	Other disorders of eye and adnexa	H57	Other disorders of eye and adnexa	0.00144667016626	1.0000003576278689	2					0	0	0	0
H7_GLAUCOMA	Glaucoma	H40	Glaucoma	-0.00016575430348500001	1.000000238418579	2					0	5	5	5
H7_HORDEOLUM	Hordeolum and other deep inflammation of eyelid	H01	Other inflammation of eyelid	0.0007477369247180001	0.7480169534683228	2					0	0	0	0
H7_KERATITIS	Keratitis	H16	Keratitis	-0.00403244350431	0.9999997615814208	2					0	1	0	0
H7_LACRIMALSYSTEM	Disorders of lacrimal system	H04	Disorders of lachrymal system	-0.0028978868614	0.7023435235023499	2					0	0	0	0
H7_LENS	Disorders of lens	H27	Other disorders of lens	-0.00261386493763	0.7351692914962769	2					0	5	1	1
H7_ORBIT	Disorders of orbit	H05	Disorders of orbit	-0.0011452849149300001	1.0000001192092896	2					0	4	0	0
H7_OTHERCONJ	Other disorders of conjunctiva	H11	Other disorders of conjunctiva	-0.000148945908865	1.000000238418579	2					0	0	0	0
H7_PARASTRAB	Paralytic strabismus	H49	Paralytic strabismus	-0.00238317526713	0.9999995827674866	2					0	0	0	0
H7_REFRAACCOMMODIS	Disorders of refraction and accommodation	H52	Disorders of refraction and accommodation	-0.000334901433851	1.0000005960464478	2					0	0	0	0
H7_RETIVASCOCCLUSION	Retinal vascular occlusion	H34	Retinal vascular occlusions	0.00259537746152	0.9712741374969482	2					0	0	0	0
H7_STRABOTH	Other strabismus	H50	Other strabismus	0.0012929942773199999	1.000000238418579	2					0	0	0	0
H7_VISUDISTURB	Visual disturbances	H53	Visual disturbances	0.0030412639443499995	0.9999994039535522	2					0	0	0	0
H7_VITRBODYGLOBE	Disorders of vitreous body	H43	Disorders of vitreous body	-0.000134488355435	1.0000003576278689	2					0	1	0	0
H8_CHOLEASTOMA	Cholesteatoma of middle ear	H71	Cholesteatoma of middle ear	0.0038011668221599997	0.9999995827674866	2					0	0	0	0
H8_CONSENHEARINGLOSS	Conductive and sensorineural hearing loss	H90	Conductive and sensorineural hearing loss	-0.000931115108244	0.9999996423721312	2					0	1	0	0
H8_EXTDISINOTH	Disorder of external ear, unspecified	H61	Other disorders of external ear	-0.000899759924633	0.7367475032806396	2					0	0	0	0
H8_EXTOTITIS	Otitis externa	H60	Otitis externa	0.000143835038622	0.9999994039535522	2					0	0	0	0
H8_INNER	Diseases of inner ear	H83	Other diseases of inner ear	0.0022693794365	0.8176626563072205	2					0	1	0	0
H8_MED_SUPP	Suppurative and unspecified otitis media	H66	Suppurative and unspecified otitis media	-0.0008214936813899999	0.9999998211860656	2					0	0	0	0
H8_MIDDLEMASTOID	Diseases of middle ear and mastoid	H74	Other disorders of middle ear and mastoid	-1.81531834534e-05	0.8551463484764099	2					0	0	0	0
H8_OTHHEARINGLOSS	Other hearing loss	H91	Other hearing loss	0.00251362066374	1.0000001192092896	2					0	0	0	0
H8_OTOSCLE	Otosclerosis	H80	Otosclerosis	0.0029912714022	0.9999992847442628	2					0	4	2	2
H8_PERFORATION	Perforation of tympanic membrane	H72	Perforation of tympanic membrane	0.0025939245343800004	0.9999998807907104	2					0	2	0	0
H8_VERTIGO	Disorders of vestibular function (Vertigo)	H81	Disorders of vestibular function	0.00144568447258	0.8879312872886658	2					0	0	0	0
HERING_UNILATERAL	Inguinal hernia, unilateralk	K40	Inguinal hernia	0.0190948718527	0.7329344153404236	2					0	0	11	0
I9_AF	Atrial fibrillation and flutter	I48	Atrial fibrillation and flutter	0.009432527557799998	0.999999701976776	2					0	16	32	14
I9_AORTDIS	Dissection of aorta	40001_I710	Dissection of aorta [any part]	-0.0928600175064	0.9543702602386476	2					0	0	0	0
I9_ARTEMBTHR	Arterial embolism and thrombosis	I74	Arterial embolism and thrombosis	0.00170784434524	0.9999999403953552	2					0	0	0	0
I9_ARTOTH	Other diseases of arteries and capillaries	I77	Other disorders of arteries and arterioles	-0.0015091592107499999	0.8596696853637695	2					0	0	0	0
I9_CARDARR	Cardiac arrest	I46	Cardiac arrest	-0.00334527904661	0.999999701976776	2					0	0	0	0
I9_CARDMPRI_EXNONE	Cardiomyopathies, Primary/intrinsic (no controls excluded)	40001_I429	Cardiomyopathy, unspecified	-0.020824406589799997	0.7530229091644287	2					0	0	0	0
I9_CARDMYO	Cardiomyopathy	I42	Cardiomyopathy	0.00245348807129	1.0000004768371582	2					0	2	0	0
I9_CARDMYOOTH	Cardiomyopathy, other and unspecified	40001_I429	Cardiomyopathy, unspecified	-0.020824406589799997	0.9048608541488647	2					0	0	0	0
I9_CARDMYO_EXNONE	Cardiomyopathy (no controls excluded)	40001_I429	Cardiomyopathy, unspecified	-0.020824406589799997	0.8179739713668823	2					0	0	0	0
I9_CEREBDOTH	Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere	I67	Other cerebrovascular diseases	-0.000660372016497	0.8625182509422302	2					0	0	0	0
I9_CEREBDOTH_EXNONE	Other specified cerebrovascular diseases, other cerebrovascular disorders in diseases classified elsewhere (no controls excluded)	I67	Other cerebrovascular diseases	-0.000660372016497	0.734807550907135	2					0	0	0	0
I9_CEREBVASC	Cerebrovascular diseases	40001_I679	Cerebrovascular disease, unspecified	-0.10234770120999999	0.8052298426628113	2					0	0	0	0
I9_DOAAC	Diseases of arteries, arterioles and capillaries	I77	Other disorders of arteries and arterioles	-0.0015091592107499999	0.8166272640228271	2					0	2	1	0
I9_HEARTFAIL	Heart failure,strict	I50	Heart failure	0.000865870641849	0.7495340704917908	2					0	1	0	0
I9_HEARTFAIL_ALLCAUSE	All-cause Heart Failure	I50	Heart failure	0.000865870641849	0.787234902381897	2					0	0	0	0
I9_HEARTFAIL_NS	Heart failure, not strict	40001_I509	Heart failure, unspecified	-0.08982324688660001	0.7412318587303162	2					0	0	0	0
I9_HYPOTE	Hypotension	I95	Hypotension	0.0019939713626	1.0000003576278689	2					0	0	0	0
I9_HYPTENSRD	Hypertensive Renal Disease	I12	Hypertensive renal disease	0.0022915961654	0.9999995827674866	2					0	0	0	0
I9_ICH	Intracerebral haemmorrhage	I61	Intracerebral haemorrhage	0.00250274860941	0.9215744137763976	2					0	0	0	0
I9_IHD	Ischaemic heart disease, wide definition	I25	Chronic ischaemic heart disease	0.0188306745	0.8383412957191467	2					0	14	29	12
I9_INTRACRA	Nontraumatic intracranial haemmorrhage	40001_I629	Intracranial haemorrhage (nontraumatic), unspecified	0.209119386189	0.8207929134368896	2					0	0	0	0
I9_INTRACRA	Nontraumatic intracranial haemmorrhage	I62	Other nontraumatic intracranial haemorrhage	-0.00019299980124999998	0.7805941700935364	2					0	0	0	0
I9_LYMPHOTH	Other noninfective disordersof lymphatic vessels and lymph nodes	I89	Other non-infective disorders of lymphatic vessels and lymph nodes	-0.000608572158608	0.9872820377349854	2					0	0	0	0
I9_OTHANEUR	Other aneurysm	I72	Other aneurysm	-0.00213719612318	1.0000003576278689	2					0	0	0	0
I9_OTHPER	Other peripheral vascular diseases	I73	Other peripheral vascular diseases	0.00323671663452	1.000000238418579	2					0	0	0	0
I9_PAD	Peripheral artery disease	40001_I739	Peripheral vascular disease, unspecified	0.060764003712800004	0.7303542494773865	2					0	0	0	0
I9_PAROXTAC	Paroxysmal tachycardia	I47	Paroxysmal tachycardia	0.00216139479407	1.0000003576278689	2					0	1	0	0
I9_PERICAOTH	Other diseases of pericardium	I31	Other diseases of pericardium	0.0027285107670500003	1.0000003576278689	2					0	0	0	0
I9_PULMEMB	Pulmonary embolism	I26	Pulmonary embolism	0.00445089549707	1.0	2					0	0	11	4
I9_SAH	Subarachnoid haemmorrhage	I60	Subarachnoid haemorrhage	-0.00361770868261	0.9420623779296876	2					0	0	0	0
I9_STENOSIS	Occlusion and stenosis of arteries, not leading to stroke	I65	Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction	-6.14765907251e-05	0.8648157715797424	2					0	0	1	0
I9_STENOSIS_EXNONE	Occlusion and stenosis of arteries, not leading to stroke (no controls excluded)	I65	Occlusion and stenosis of precerebral arteries, not resulting in cerebral infarction	-6.14765907251e-05	0.8091796636581421	2					0	0	0	0
I9_THROMBOTH	Other embolism and thrombosis	I82	Other venous embolism and thrombosis	-0.0023482375731200002	0.9067695736885072	2					0	2	0	0
I9_UAP	Unstable angina pectoris	I20	Angina pectoris	0.0102489525116	0.7304096221923828	2					0	2	3	1
I9_VARICVE	Varicose veins	I86	Varicose veins of other sites	0.0009717130966889999	0.7008097767829895	2					0	4	1	1
I9_VARICVEOES	Oesophageal varices	I85	Oesophageal varices	-0.00193377151182	1.0	2					0	0	1	1
I9_VARICVESOTH	Varicose veins of other sites	I86	Varicose veins of other sites	0.0009717130966889999	0.9999995231628418	2					0	0	0	0
I9_VASCDEM	Vascular dementia	40001_F019	Vascular dementia, unspecified	-0.005024021024560001	0.8070329427719116	2					0	0	0	0
I9_VASCINT	Vascular diseases of the intestine	K55	Vascular disorders of intestine	-0.000550328252233	0.9511743187904358	2					0	0	0	0
I9_VEINSOTH	Other disorders of veins	I87	Other disorders of veins	-0.00415317353507	0.9999998807907104	2					0	3	0	0
I9_VTE	Venous thromboembolism	I82	Other venous embolism and thrombosis	-0.0023482375731200002	0.7853956818580627	2					0	5	1	1
ILD	Interstitial lung disease	40001_J849	Interstitial pulmonary disease, unspecified	0.0706354836497	0.7191540002822876	2					0	0	0	0
J10_ACUTEUPPERINFEC	Acute upper respiratory infections of multiple and unspecified sites	J06	Acute upper respiratory infections of multiple and unspecified sites	0.000909688105137	0.9999995231628418	2					0	0	0	0
J10_ASTHMA	Asthma	J45	Asthma	0.00136950237053	1.0000003576278689	2					0	12	5	4
J10_BRONCH	Bronchitis, not specified as acute or chronic	J40	Bronchitis, not specified as acute or chronic	0.0038921464895599997	0.9802074432373048	2					0	0	0	0
J10_BRONCHIECTASIS	Bronchiectasis	J47	Bronchiectasis	0.00415931259136	0.9999992847442628	2					0	0	0	0
J10_CHRONRHINITIS	Chronic rhinitsi, nasopharyngitis and pharyngitis	J31	Chronic rhinitis, nasopharyngitis and pharyngitis	0.0014579864306999998	0.9680214524269104	2					0	0	0	0
J10_CHRONSINUSITIS	Chronic sinusitis	J32	Chronic sinusitis	-0.0022571279454099997	0.9999998211860656	2					0	3	0	0
J10_CHRONTONSADEN	Chronic diseases of tonsils and adenoids	J35	Chronic diseases of tonsils and adenoids	0.000796054429565	0.9999988675117492	2					0	4	0	1
J10_EMPHYSEMA	Emphysema	J43	Emphysema	-0.00142537461912	1.0000007152557373	2					0	2	0	0
J10_INTERSTITIUM	Other respiratory diseases principally affecting the interstitium	40001_J988	Other specified respiratory disorders	0.212058115508	0.8223380446434021	2					0	0	0	0
J10_LOWERINF	Other acute lower respiratory infections	J22	Unspecified acute lower respiratory infection	0.00550644272698	0.7073298692703247	2					0	0	0	0
J10_OTHERINSTPULM	Other insterstitial pulmonary diseases	J84	Other interstitial pulmonary diseases	0.000581603606023	0.8727101683616638	2					0	1	1	1
J10_PERITONSABSC	Peritonsillar abscess	J36	Peritonsillar abscess	0.0006118540196959999	1.0000004768371582	2					0	2	0	0
J10_PHARYNGITIS	Acute pharyngitis	J02	Acute pharyngitis	-0.00138215875586	0.9999996423721312	2					0	0	0	0
J10_PLEUREFFUSION	Pleural effusion	J90	Pleural effusion, not elsewhere classified	0.00141060368873	0.7227882742881775	2					0	0	0	0
J10_PNEUMOBACTEROTH	Bacterial pneumonia, not elsewhere classified	J15	Bacterial pneumonia, not elsewhere classified	0.0015308843111500002	0.9827860593795776	2					0	0	0	0
J10_PNEUMONONBACT	Pneumonia due to other infectious organisms, not elsewhere classified	40001_J189	Pneumonia, unspecified	-0.049235647080499996	0.785101056098938	2					0	0	0	0
J10_PNEUMONONBACT	Pneumonia due to other infectious organisms, not elsewhere classified	J18	Pneumonia, organism unspecified	0.00043022536465499994	0.7535641193389893	2					0	0	0	0
J10_PNEUMONONBACT	Pneumonia due to other infectious organisms, not elsewhere classified	J15	Bacterial pneumonia, not elsewhere classified	0.0015308843111500002	0.7474587559700012	2					0	0	0	0
J10_PNEUMOPNEUMO	Pneumonia due to Streptococcus pneumoniae	J13	Pneumonia due to Streptococcus pneumoniae	-0.0007038506674139999	0.9999997615814208	2					0	0	0	0
J10_PNEUMOTHORAX	Pneumothorax	J93	Pneumothorax	0.0007146060052979999	1.000000238418579	2					0	0	0	0
J10_PYOTHORAX	Pyothorax	J86	Pyothorax	0.0038747855422500005	1.0	2					0	0	0	0
J10_RESPDISOTH	Other respiratory disorders and diseases	J98	Other respiratory disorders	-0.00221840904556	0.9562177658081056	2					0	0	0	0
J10_RESPIRATORY	Diseases of the respiratory system	J98	Other respiratory disorders	-0.00221840904556	0.7308912873268127	2					0	1	0	0
J10_RESPOTHER	Other diseases of the respiratory system	J98	Other respiratory disorders	-0.00221840904556	0.9189652800559998	2					0	0	0	0
J10_SINUSITIS	Acute sinusitis	J01	Acute sinusitis	0.00262012382763	0.9999992847442628	2					0	1	0	0
J10_UPPERDIS	Other diseases of upper respiratory tract	J39	Other diseases of upper respiratory tract	-0.00047971928217500003	1.0000007152557373	2					0	0	0	0
J10_UPPERINFEC	Acute upper respiratory infections	J06	Acute upper respiratory infections of multiple and unspecified sites	0.000909688105137	0.8035751581192017	2					0	0	0	0
J10_VOCALLARYNX	Diseases of vocal cords and larynx+other diseases of upper respiratory tract, no elsewhere classified	J38	Diseases of vocal cords and larynx, not elsewhere classified	0.0005304774892480001	0.916601836681366	2					0	0	0	0
K11_ACUTPANC	Acute pancreatitis	K85	Acute pancreatitis	0.00312529411861	1.0000001192092896	2					0	4	0	0
K11_ALCOLIV	Alcoholic liver disease	K70	Alcoholic liver disease	-0.00272377222061	1.0	2					0	0	1	1
K11_APPENDACUT	Acute appendicitis	K35	Acute appendicitis	0.00418291664449	1.0000001192092896	2					0	3	1	1
K11_APPENDOTH	Other appendicitis	K37	Unspecified appendicitis	0.00115427202128	0.7787509560585022	2					0	0	0	0
K11_BILIAOTH	Other diseases of biliary tract	K83	Other diseases of biliary tract	-0.0026501555338499998	0.9999995231628418	2					0	0	3	0
K11_CARIES	Dental caries	K02	Dental caries	0.0036634795034099998	1.0000009536743164	2					0	0	0	0
K11_CHOLANGI	Cholangitis (primary sclerosing, PSC)	40001_K830	Cholangitis	0.0672722079318	0.7661700248718262	2					0	0	0	0
K11_CHOLECYST	Chlocystitis	K81	Cholecystitis	0.000837072658189	0.8168010711669922	2					0	0	1	1
K11_CHOLELITH	Cholelithiasis	K80	Cholelithiasis	0.0134597896391	0.9999995827674866	2					0	13	18	12
K11_CROHN	Crohn disease	K50	Crohn's disease [regional enteritis]	0.00449181324878	0.8161184191703796	2					0	1	5	4
K11_DENTOFACIAL_ANOMALIES	Dentofacial anomalies [including malocclusion]	K07	Dentofacial anomalies [including malocclusion]	-0.0021485932389	0.999999701976776	2					0	0	0	0
K11_DIAHER	Diaphragmatic hernia	K44	Diaphragmatic hernia	0.0059254491016800005	0.9999994039535522	2					0	3	0	0
K11_DISLIVOTH	Other diseases of liver	K76	Other diseases of liver	0.00474683188825	1.0000003576278689	2					0	0	1	1
K11_DISOESINOTH	Disorders of oesophagus in diseases classified elsewhere	K22	Other diseases of oesophagus	0.005910781424100001	0.8582894802093506	2					0	0	0	0
K11_DISORD_TEETH	Other disorders of teeth and supporting structures	K08	Other disorders of teeth and supporting structures	0.00333728769346	0.9999997615814208	2					0	0	0	0
K11_DIVERTIC	Diverticular disease of intestine	K57	Diverticular disease of intestine	0.0127390438574	1.000000238418579	2					0	6	12	7
K11_DULC	Duodenal ulcer	K26	Duodenal ulcer	-0.0008428673953110002	1.0000005960464478	2					0	2	1	1
K11_EMBIMPACT_TEETH	Embedded and impacted teeth	K01	Embedded and impacted teeth	0.00312173373112	0.9999998807907104	2					0	0	0	0
K11_ENERCOLNONINF	Noninfective enteritis and colitis	K52	Other non-infective gastro-enteritis and colitis	0.006732189120029999	0.8720835447311401	2					0	3	0	0
K11_ERUPTION	Tooth eruption problems	K00	Disorders of tooth development and eruption	0.0009544125730269998	0.7736489176750183	2					0	0	0	0
K11_FEMHER	Femoral hernia	K41	Femoral hernia	0.00282923798375	1.0	2					0	0	1	0
K11_FIBROCHIRLIV	Fibrosis and chirrhosis of liver	K74	Fibrosis and cirrhosis of liver	-0.00327430995485	0.9591958522796632	2					0	1	0	0
K11_GALLBILPANC	Disorders of gallbladder, biliary tract and pancreas	K82	Other diseases of gallbladder	-0.000941471164799	0.7661826610565186	2					0	8	2	1
K11_GALLBLAOTH	Other diseases of gallbladder	K82	Other diseases of gallbladder	-0.000941471164799	0.999999463558197	2					0	0	0	0
K11_GIDISEASES	Gastrointestinal diseases	K29	Gastritis and duodenitis	0.007810589165159999	0.7095177173614502	2					0	7	0	0
K11_GINGIVA	Other disorders of gingiva and edentulous alveolar ridge	K06	Other disorders of gingiva and edentulous alveolar ridge	-0.0008428013273010001	1.0000004768371582	2					0	0	0	0
K11_GINGIVITIS_PERIODONTAL	Gingivitis and periodontal diseases	K05	Gingivitis and periodontal diseases	-0.0004969180582419999	1.0000007152557373	2					0	0	0	0
K11_GULC	Gastric ulcer	K25	Gastric ulcer	-0.000379832174579	1.0000003576278689	2					0	0	0	0
K11_HERING	Inguinal hernia	K40	Inguinal hernia	0.0190948718527	0.9999991059303284	2					0	13	26	16
K11_IBS	Irritable bowel syndrome	K58	Irritable bowel syndrome	0.0018709455885	0.9999997615814208	2					0	0	0	0
K11_ILEUS	Paralytic ileus and intestinal obstruction	K56	Paralytic ileus and intestinal obstruction without hernia	-0.00103654808868	0.8188304305076599	2					0	0	0	0
K11_INTESTOTH	Other diseases of intestines	K63	Other diseases of intestine	0.00317073631672	0.8916999697685242	2					0	0	2	0
K11_JAWS	Other diseases of jaws	K10	Other diseases of jaws	0.00220211918982	0.999999701976776	2					0	0	0	0
K11_LIP_ORAL_MUCOSA	Other diseases of lip and oral mucosa	K13	Other diseases of lip and oral mucosa	-0.00131341653726	1.000000238418579	2					0	0	0	0
K11_LIVER	Diseases of liver	K76	Other diseases of liver	0.00474683188825	0.7563279867172241	2					0	3	1	1
K11_MALABSORB	Intestinal malabsorbtion	K90	Intestinal malabsorption	0.00248500317343	0.8807994723320007	2					0	1	9	2
K11_OESITIS	Oesophagitis	K20	Oesophagitis	0.004906110512859999	0.999999701976776	2					0	0	0	0
K11_ORALCYST	Cysts of oral region, not elsewhere classified	K09	Cysts of oral region, not elsewhere classified	0.0036666432956699996	0.9693679213523864	2					0	0	0	0
K11_OTHABDHER	Other and unspecified abdominal hernia	K46	Unspecified abdominal hernia	0.00483363823654	0.8940932154655457	2					0	0	0	0
K11_OTHANRECT	Other diseases of anus and rectum	K62	Other diseases of anus and rectum	0.00477196147101	1.0000007152557373	2					0	0	0	0
K11_OTHDIG	Other diseases of the digestive system	K92	Other diseases of digestive system	0.0028363263557500003	0.98445063829422	2					0	5	4	2
K11_OTHDISDIG	Other diseases of the digestive system	K92	Other diseases of digestive system	0.0028363263557500003	0.98445063829422	2					0	0	0	0
K11_OTHDISOES	Other diseases of oesophagus	K22	Other diseases of oesophagus	0.005910781424100001	0.9999992847442628	2					0	0	0	0
K11_OTHDISSTOMDUOD	Other diseases of stomach and duodenum	K31	Other diseases of stomach and duodenum	0.00121911179045	1.000001072883606	2					0	0	0	0
K11_OTHENTERCOL	Other noninfective gastroenteritis and colitis	K52	Other non-infective gastro-enteritis and colitis	0.006732189120029999	0.980912744998932	2					0	0	0	0
K11_OTHFUNC	Other functional intestinal disroders	K59	Other functional intestinal disorders	0.0014431531094900002	0.7919954657554626	2					0	0	0	0
K11_OTHGASTR	Other gastritis (incl. Duodenitis)	K29	Gastritis and duodenitis	0.007810589165159999	0.8210959434509277	2					0	0	0	0
K11_OTHINFLIV	Other inflammatory liver diseases	K75	Other inflammatory liver diseases	-0.00530764116999	0.9999998807907104	2					0	0	0	0
K11_OTHINT	Other diseases of intestine	K63	Other diseases of intestine	0.00317073631672	0.9999992847442628	2					0	0	1	0
K11_OTHPERITON	Other diseases of peritoneum	K66	Other disorders of peritoneum	0.000537247187347	0.9073084592819214	2					0	0	0	0
K11_PANCOTH	Other diseases of pancreas	K86	Other diseases of pancreas	0.000318143880207	0.9999994039535522	2					0	0	0	0
